series_id,series_name,hit,imdb,series_image_url
223848,شب بخیر دنیا,84,6.4,https://www.namava.ir/Content/Upload/Images/54ef19c7-10d6-46c4-8290-d7db9906218f.jpg
224756,صحرای مرتفع,0,6.2,https://www.namava.ir/Content/Upload/Images/a25d9257-0b01-4521-bfa7-7fa86b94888a.jpg
226908,آکتور (ویژه ناشنوایان),76,None,https://www.namava.ir/Content/Upload/Images/db1eaa1c-42dd-4529-960a-3dbbc0cafc10.jpg
203303,طوفان کریسمس,0,7.1,https://www.namava.ir/Content/Upload/Images/d9d718f8-d60e-4faf-b4b4-865084d46285.jpg
192533,تثلیث سایه ها,0,6.6,https://www.namava.ir/Content/Upload/Images/0f5dee48-5450-4387-84f0-6f7ad6f0c0e9.jpg
225301,برلین,93,7.7,https://www.namava.ir/Content/Upload/Images/ad2ea1e9-7d2d-40f2-a054-d3200be65fe4.jpg
192492,کنترل جمعی,0,7.9,https://www.namava.ir/Content/Upload/Images/0815b9cc-55a3-4b8e-b2be-ed0548aca45f.jpg
192419,آخرین ستاره های سینما,0,8,https://www.namava.ir/Content/Upload/Images/103784b6-65b7-42f0-b58f-2d7e7c766b58.jpg
180765,مسابقه بزرگ آشپزی,92,7.6,https://www.namava.ir/Content/Upload/Images/42021dbc-4d6a-49ee-9a48-975cdf5e4b12.jpg
226532,موسیقی متن فیلم پاندای کونگ فو کار,84,7.6,https://www.namava.ir/Content/Upload/Images/1b720819-0c92-4d63-9050-f0e96e2895a8.jpg
209454,نینجاگو: پیدایش اژدهایان,90,7.7,https://www.namava.ir/Content/Upload/Images/d51c9f86-2173-4f2b-ae57-b576a885bc6e.jpg
211259,ماشلی: جادو و عضلات,97,7.7,https://www.namava.ir/Content/Upload/Images/405ba80b-ee16-45ad-b1c3-7a335e415ea1.jpg
219953,دروغگوی دوست داشتنی من,95,7.8,https://www.namava.ir/Content/Upload/Images/dae4fbc1-77d0-49da-b342-4d8cba9c98a2.jpg
225318,مزرعه خانه سفید,85,7.4,https://www.namava.ir/Content/Upload/Images/79fd1ddd-01a0-43d1-8631-0281e06fc83e.jpg
227048,موسیقی متن بازی هوی رین,0,None,https://www.namava.ir/Content/Upload/Images/31f9acce-e576-484d-888b-bec90c43bf03.jpg
221640,وقت ماجراجویی: فیونا و کیک,90,8.9,https://www.namava.ir/Content/Upload/Images/72bf2f92-1790-405d-a989-0fe700bddf29.jpg
195322,می توانم کمکتان کنم,90,7.6,https://www.namava.ir/Content/Upload/Images/624efb69-e74b-447e-aff7-a04fc20dcf88.jpg
192659,خسوف,0,8.3,https://www.namava.ir/Content/Upload/Images/edf2ec53-b9e5-428f-b5d0-6fd9a4d0dcbd.jpg
223096,پلوتو,91,8.9,https://www.namava.ir/Content/Upload/Images/7c5c2b2e-23f7-4580-8254-3a0895b2ace8.jpg
226772,یویو هاکاشو,87,7.7,https://www.namava.ir/Content/Upload/Images/aefc4f89-bc16-4006-8012-8a62bf481146.jpg
223424,پلیس رودخانه هان,64,6.3,https://www.namava.ir/Content/Upload/Images/0f2b577f-1f94-405f-ada2-625cbffc5ff8.jpg
227036,بازی مرگ,96,8.9,https://www.namava.ir/Content/Upload/Images/d30c5d59-74b1-4e29-a0fa-50a6e5f58644.jpg
226302,موسیقی متن فیلم بن هور,0,None,https://www.namava.ir/Content/Upload/Images/175c3925-23e5-4c33-835e-b82bec756869.jpg
226535,موسیقی متن فیلم خالق,0,6.9,https://www.namava.ir/Content/Upload/Images/864d331b-c723-4cfe-b57b-7d3e6e91ad26.jpg
227105,رای اعدام,92,7.2,https://www.namava.ir/Content/Upload/Images/0c337443-6b47-428a-92ba-8b243dbda0b9.jpg
178659,ساعت شیطان,89,7.6,https://www.namava.ir/Content/Upload/Images/0389ee32-7629-478d-bc88-93665a824c25.jpg
226248,موسیقی متن فیلم مولان,0,7.7,https://www.namava.ir/Content/Upload/Images/44da76b2-007e-4d62-9e9f-a6e08b203757.jpg
197616,تماس راه دور,79,6.6,https://www.namava.ir/Content/Upload/Images/d954926e-c49e-4124-8159-76a3bc708d39.jpg
226529,موسیقی متن فیلم مرد پولادین,0,None,https://www.namava.ir/Content/Upload/Images/ca63320a-86c5-4f16-a47d-069a064a1885.jpg
226085,موسیقی متن فیلم هزارتوی پن,0,None,https://www.namava.ir/Content/Upload/Images/ac86be57-2c31-4faa-a898-1105b268c21d.jpg
159318,تیم فوتبال آذرخش: کهکشان,71,6.9,https://www.namava.ir/Content/Upload/Images/438eec8f-6bcc-45b9-a1d7-2a5ed0c68ae2.jpg
209094,آیدل بهشتی,90,6.5,https://www.namava.ir/Content/Upload/Images/8eee06a1-5cda-4988-9e51-d325f16987c6.jpg
215422,دنیای زامبی ها,82,4.4,https://www.namava.ir/Content/Upload/Images/420e2c1a-aa7d-4395-a7fd-ddb6ec0fbf25.jpg
206349,کراس اوور,0,5.6,https://www.namava.ir/Content/Upload/Images/e2bb0b8e-564a-4ea1-bf77-2873e93a2ef5.jpg
212165,کیت و کیت,76,7.1,https://www.namava.ir/Content/Upload/Images/19411f73-8144-470c-9745-aa2d6d0d06ca.jpg
192611,زندگی پس از مرگ با تایلر هنری,0,6.2,https://www.namava.ir/Content/Upload/Images/de904c8a-7329-4f6e-8d6b-f55cb1c4692f.jpg
225959,آیاکا: داستان پیوندها و زخم ها,89,5.8,https://www.namava.ir/Content/Upload/Images/eed24370-58cd-40e3-8a9c-b540c00df609.jpg
226746,بدترین شیطان,92,8.4,https://www.namava.ir/Content/Upload/Images/c78b14be-3a8d-4a86-9b78-19c52f24d5fb.jpg
214141,داستان پیدایش دی سی,97,7.1,https://www.namava.ir/Content/Upload/Images/cb5c47ca-ac56-49fc-91c5-0cea94f48bb3.jpg
204045,به یاد آور,90,7.7,https://www.namava.ir/Content/Upload/Images/a24c44b2-1b4f-4a40-bc2d-713d6b694b26.jpg
226413,مگه تموم عمر چند تا بهاره؟‌ (ویژه ناشنوایان),85,None,https://www.namava.ir/Content/Upload/Images/7741da71-67c1-4432-bb15-6c23b11d2b76.jpg
216996,متهم,79,7,https://www.namava.ir/Content/Upload/Images/e21d5453-f620-43a0-b0e8-765bf6648ea7.jpg
215074,دروغ های پنهان در باغ من,76,7.1,https://www.namava.ir/Content/Upload/Images/c5408fcb-f383-4a2e-8a14-0e1521fa8c20.jpg
226225,موسیقی متن فیلم هری پاتر و زندانی آزکابان,87,7.9,https://www.namava.ir/Content/Upload/Images/8b6c8cc8-6a17-4849-806c-ef2e4b69b7ec.jpg
226609,به سامدالری خوش آمدید,95,8.3,https://www.namava.ir/Content/Upload/Images/078380bd-91b4-45f5-93c9-61fe70e4cb23.jpg
219440,پس کمکم کن تاد,83,7.5,https://www.namava.ir/Content/Upload/Images/f48fb543-08c0-458a-a99c-d35dfa9d4311.jpg
192969,شوا گنروکو راکوگو شینجو,87,8.4,https://www.namava.ir/Content/Upload/Images/b9a41565-a2a5-49fa-8cb0-833876b196e2.jpg
226396,موسیقی متن فیلم دانکرک,0,None,https://www.namava.ir/Content/Upload/Images/1defa6dc-d671-4e59-85d5-6bd15dd3f22e.jpg
222164,۱۱ سپتامبر: یک روز در آمریکا,82,9.3,https://www.namava.ir/Content/Upload/Images/6c5d578b-df07-4d2c-80a2-00dc883d376e.jpg
220172,دکتر وکیل,87,7.2,https://www.namava.ir/Content/Upload/Images/3ee814dd-ad83-44e7-b22d-59e4baa8ada5.jpg
224545,موسیقی متن سریال بازماندگان ,0,None,https://www.namava.ir/Content/Upload/Images/5e4c6e95-27c4-462f-8e13-e9b2efc5b073.jpg
187425,پاور رنجرز: خشم داینو,94,6.8,https://www.namava.ir/Content/Upload/Images/67ef2d84-7882-44e9-b5c5-6e4a86fc5e7f.jpg
191994,کت,69,8.2,https://www.namava.ir/Content/Upload/Images/93480ab9-b96d-47b6-a40b-3cbc266d4758.jpg
206294,وقتی گل ها شکوفا می شوند به ماه فکر می کنم,87,7.3,https://www.namava.ir/Content/Upload/Images/a9871042-7a74-4e62-8b48-9cd023fa1e80.jpg
217403,دکتر رمانتیک,95,8.4,https://www.namava.ir/Content/Upload/Images/26719e20-93cc-4d92-9092-114503a6f762.jpg
226054,یک خانواده تقریبا معمولی,88,6.9,https://www.namava.ir/Content/Upload/Images/16023641-ff68-4840-a20a-2f905a20fda5.jpg
197346,استون هاوس,0,6.9,https://www.namava.ir/Content/Upload/Images/f6090398-4736-44d8-92f1-d60ce2fca001.jpg
163367,سوگند عشق,89,8.2,https://www.namava.ir/Content/Upload/Images/51b222e2-74e1-43d1-8622-a2b7246ffd7a.jpg
216381,پشت هر ستاره,80,7,https://www.namava.ir/Content/Upload/Images/4038c020-c86a-4a37-b7a4-e15897783de8.jpg
196378,جستجوی افسانه ای,0,7.7,https://www.namava.ir/Content/Upload/Images/e1f5834b-79f9-403e-a0c5-793f826b882b.jpg
225505,آتش نشان دایگو: نجات دهنده نارنجی پوش,80,7,https://www.namava.ir/Content/Upload/Images/8fee425c-3ee6-448f-a760-f65006e6caa1.jpg
225729,جیب بر حیله گر,94,7.8,https://www.namava.ir/Content/Upload/Images/215557e2-c2a7-4c5c-a5f2-c174c837873a.jpg
222955,شریک جرم,85,None,https://www.namava.ir/Content/Upload/Images/de156139-8064-4d8b-8a9f-c110dfc58bd7.jpg
186517,باید درباره کازبی حرف بزنیم,0,7.8,https://www.namava.ir/Content/Upload/Images/73e73822-a00c-411e-b44e-860252026cde.jpg
212063,جمستون های درستکار,0,8.1,https://www.namava.ir/Content/Upload/Images/89244776-ce81-4a76-a583-b2ba4c1c8e0f.jpg
204972,توییرلی ووها,85,7.3,https://www.namava.ir/Content/Upload/Images/c471d84a-f1be-466f-b059-4594897fc430.jpg
188357,محافظین رویا,93,5.5,https://www.namava.ir/Content/Upload/Images/441b60bc-c322-4763-9198-ce338a0aa876.jpg
225135,پاریا نکسوس,75,7.5,https://www.namava.ir/Content/Upload/Images/1c221752-6ad5-41cd-b70c-93ab19bd1854.jpg
217370,نظم و قانون: جرائم سازمان یافته,85,7.7,https://www.namava.ir/Content/Upload/Images/bfb3949f-c5f1-4238-8692-dad826239362.jpg
214696,دانشگاه پلیس,91,7.2,https://www.namava.ir/Content/Upload/Images/117b7f96-fd36-40a2-a2a3-d4fa3a200e8e.jpg
188325,شک,0,7.9,https://www.namava.ir/Content/Upload/Images/26a71ca2-9040-438e-90d1-fc5d21873e08.jpg
222933,هفت فراری,82,6,https://www.namava.ir/Content/Upload/Images/be22ee4f-c916-489c-baa2-9ac17d4f0854.jpg
182691,محکم بگیر,69,6.2,https://www.namava.ir/Content/Upload/Images/804a5405-36b6-469d-8970-7af806438a9a.jpg
223634,سامورایی چشم آبی,94,8.9,https://www.namava.ir/Content/Upload/Images/98d5f90c-67ca-42b9-b76d-41411707ad9b.jpg
225113,ژن جنایت,75,7,https://www.namava.ir/Content/Upload/Images/ff51d848-5d1f-43e9-a045-d35433cc89c8.jpg
222951,داوینچیز,88,None,https://www.namava.ir/Content/Upload/Images/9bd2a17e-15c2-4acf-9bb1-f7249a172ee7.jpg
204627,بوکی,93,8.3,https://www.namava.ir/Content/Upload/Images/4b0dbb5c-97ac-464b-97c3-829ec082fb52.jpg
216880,تازه وارد: مامورین فدرال,95,5.2,https://www.namava.ir/Content/Upload/Images/78b1f9dd-b184-43c1-9c62-b76e10300fd2.jpg
222563,فاراوی داونز,88,6.9,https://www.namava.ir/Content/Upload/Images/7e008720-dc39-4b70-9614-f2fdd8df159e.jpg
225246,یتیم سیاه: پژواک‌ها,82,6.3,https://www.namava.ir/Content/Upload/Images/d39329b3-0853-4e62-8104-ab3263c7eca8.jpg
216116,زندگی کن,91,7.2,https://www.namava.ir/Content/Upload/Images/ee280706-f32c-4b02-88d5-f9c284e3f27d.jpg
225364,کوین هارت جان سخت,86,5.3,https://www.namava.ir/Content/Upload/Images/bbfdcf2c-b912-41ea-aee9-f92b99d3b537.jpg
180654,تاتامی: ماشین زمان,72,7.5,https://www.namava.ir/Content/Upload/Images/b7641cd5-30fa-4649-a2fb-28c197a44151.jpg
224506,موسیقی متن فیلم گلادیاتور,95,None,https://www.namava.ir/Content/Upload/Images/76c363e6-0663-4b24-ba7e-393ae017d82d.jpg
222771,بازی مرکب: چالش,84,4.5,https://www.namava.ir/Content/Upload/Images/9201d0a6-74c0-482a-b79e-2b975efd1bcc.jpg
223216,سرگذشت یک شیطان,91,8.1,https://www.namava.ir/Content/Upload/Images/2896670e-9ff0-42f9-8edc-1768087d6b0f.jpg
180790,پایین شهر,0,6.7,https://www.namava.ir/Content/Upload/Images/f1e2f869-d748-412a-88d1-5cf84071af1d.jpg
215507,اسمارت لس: توی راه,0,8.3,https://www.namava.ir/Content/Upload/Images/dc4185b2-182d-45d5-beac-d32e90feb482.jpg
216858,دروغ های حقیقی,87,5.2,https://www.namava.ir/Content/Upload/Images/524bf2d1-95ea-4aa5-8ee7-8b7266b5422d.jpg
210335,پاندورا: زیر بهشت,75,6.5,https://www.namava.ir/Content/Upload/Images/e20545c5-5dce-4795-915d-fdba51afb684.jpg
215903,پیشتازان فضا: عرشه های پایین,80,7.6,https://www.namava.ir/Content/Upload/Images/b4ac2709-3e1f-4001-b0f5-2013edf1323f.jpg
224921,موسیقی متن فیلم تبدیل‌ شوندگان: آخرین شوالیه,0,None,https://www.namava.ir/Content/Upload/Images/666a3755-870e-4337-ae57-536df2e79a37.jpg
208936,وظیفه هیئت منصفه,0,8.4,https://www.namava.ir/Content/Upload/Images/d171c10c-8765-487b-b83f-e6529104292d.jpg
216978,سوار مرده بازی مرگ,91,6.8,https://www.namava.ir/Content/Upload/Images/4bf8224b-26fc-413c-b792-4da2918711e4.jpg
223021,بلیک و مورتیمر,97,7.4,https://www.namava.ir/Content/Upload/Images/952128a7-655c-441d-b96d-835015b833be.jpg
222086,جزیره اشکال ,90,7.5,https://www.namava.ir/Content/Upload/Images/49d254cc-0ea0-41e4-a576-63a4bd5e6644.jpg
205300,پلنگ صورتی,81,6.8,https://www.namava.ir/Content/Upload/Images/314d416f-ea32-475e-bad8-353cd63968b8.jpg
195092,می می میشکی,64,7.3,https://www.namava.ir/Content/Upload/Images/872636d4-d517-412d-a386-24c131693904.jpg
222036,شگفتی های بلیپی,85,4.6,https://www.namava.ir/Content/Upload/Images/8b5dca13-a682-48b5-a40d-393c743d1c6d.jpg
219769,باب اسفنجی از زبان عواملش,58,7.2,https://www.namava.ir/Content/Upload/Images/28bff91c-c2fb-43ab-9edf-b300e5da1343.jpg
201079,موسیقی متن فیلم هری پاتر و سنگ جادو,88,7.6,https://www.namava.ir/Content/Upload/Images/5c2e2010-41ea-4757-a417-60e3169c3a01.jpg
211195,آئوکو: دالان های درون,81,7.5,https://www.namava.ir/Content/Upload/Images/03816ac3-4164-4722-9327-65934ff21837.jpg
224751,موسیقی متن فیلم قاتلان ماه کامل,0,None,https://www.namava.ir/Content/Upload/Images/85fd5870-a655-4b22-8cdf-f32e6c3771bd.jpg
223596,جرئت صعود: قله بعدی,88,7.7,https://www.namava.ir/Content/Upload/Images/41580a7f-f561-45b8-a47f-fdb27f09009d.jpg
209249,اشتیاق کامل,0,7.1,https://www.namava.ir/Content/Upload/Images/21eb2038-7e26-4813-8be4-7d657b56b6a9.jpg
173751,ال ری: ویسنته فرناندز,0,6.9,https://www.namava.ir/Content/Upload/Images/e65384f6-b6bf-44d8-aca0-fbccb8e1f091.jpg
175188,طغیان آب,0,7.1,https://www.namava.ir/Content/Upload/Images/823ff3c8-e310-4e9e-b578-6178981c056f.jpg
217908,گرگ,71,6.7,https://www.namava.ir/Content/Upload/Images/f282f062-77ed-4c88-adbf-54cfb450d67e.jpg
213672,خبر فوری,66,8.1,https://www.namava.ir/Content/Upload/Images/113c1547-09a5-48a9-bd3d-b9074c2f31a3.jpg
175988,به عروسی جهنمی خوش آمدید,87,6.2,https://www.namava.ir/Content/Upload/Images/76c6f959-421e-49e6-9f7b-64a94f5b9554.jpg
224495,قتلی در پایان دنیا,83,7.7,https://www.namava.ir/Content/Upload/Images/8fdeb8b9-94de-44c6-b08b-e2de2159c543.jpg
176408,تحقیقات دایانا,90,7.4,https://www.namava.ir/Content/Upload/Images/b0958e8c-dd5b-4dcf-976d-111649ae6732.jpg
221567,موسیقی متن فیلم ورود,0,8.1,https://www.namava.ir/Content/Upload/Images/9a44d498-c3d9-4355-be4e-0a3489a1abe4.jpg
209866,کلارک,72,7.4,https://www.namava.ir/Content/Upload/Images/61290fdf-2df6-42ff-82b7-f758a565f3dc.jpg
213259,مسئولیت سنگین اثبات,0,6.8,https://www.namava.ir/Content/Upload/Images/ded11a40-715b-4b6a-b304-478e0de9da9e.jpg
198322,به سوی ابدیت تو,92,8.5,https://www.namava.ir/Content/Upload/Images/7cc67ca4-62f3-42fe-919c-457484cf7072.jpg
224622,پادشاه: میراث هیولا,88,7.6,https://www.namava.ir/Content/Upload/Images/3742c7e4-3037-4cde-b3cd-589b3b73015a.jpg
203514,لونی تونز جدید,93,5.7,https://www.namava.ir/Content/Upload/Images/56d89f7b-ae88-469a-b6a7-1ad49c878362.jpg
224362,۰۰۷: رقابت بر سر یک میلیون,90,6.9,https://www.namava.ir/Content/Upload/Images/57337f4e-ea1a-4119-a0dc-465d17ef0999.jpg
224280,همه عاشق الماسند,87,6,https://www.namava.ir/Content/Upload/Images/c6c68a44-079f-4dee-9135-49687ec6c45b.jpg
224221,موسیقی متن فیلم هری پاتر و تالار اسرار,82,7.4,https://www.namava.ir/Content/Upload/Images/286bfcaf-03f0-45e2-bad0-e5c6ebe68df1.jpg
180005,قلمرو کروکودیل وحشی,0,7.1,https://www.namava.ir/Content/Upload/Images/0e826cb2-42ec-4956-a2b3-dfa014ceada5.jpg
203716,جویندگان,55,8.6,https://www.namava.ir/Content/Upload/Images/f4b0d0e5-8c91-4290-bcc4-290935505ddd.jpg
224000,من و میکی,74,5.4,https://www.namava.ir/Content/Upload/Images/a687a17e-2919-4be7-930c-805344e67249.jpg
224275,موسیقی متن فیلم سینما پارادیزو,0,None,https://www.namava.ir/Content/Upload/Images/32dbe963-0549-4c88-9f6f-5b6eb33bb248.jpg
190423,خودرو آمریکایی,0,6.1,https://www.namava.ir/Content/Upload/Images/a5e08c88-d86a-455b-8716-f20bfe0622fe.jpg
178856,با اجازه از محضر دادگاه,82,7.4,https://www.namava.ir/Content/Upload/Images/96b233d3-6d4a-495a-894a-2afe4cdb3e73.jpg
207412,کار کردن: عادت هر روز ما,77,6.7,https://www.namava.ir/Content/Upload/Images/a0e7fb16-98b2-4aa0-9b55-941cdf7f8846.jpg
198163,کانک و مسائل زمین,75,8.1,https://www.namava.ir/Content/Upload/Images/fa36e7cd-a998-4862-b050-e078cac29f4c.jpg
221618,شکارچیان,91,7.5,https://www.namava.ir/Content/Upload/Images/d7958429-ad45-4d4e-90e6-8e2632ee39a3.jpg
207829,عالیجناب سایه,94,7.9,https://www.namava.ir/Content/Upload/Images/4b685f70-088f-48ff-8ae0-cf038446e638.jpg
183133,دروغ هایی که سر هم می کنیم,91,7.1,https://www.namava.ir/Content/Upload/Images/5e7520d8-45b4-43bd-8eab-13cae8b4f8d7.jpg
222802,موجود,86,6.9,https://www.namava.ir/Content/Upload/Images/e13d9518-ce50-4340-8b03-48c7e2934a49.jpg
223240,هندوانه چشمک زن,97,8.9,https://www.namava.ir/Content/Upload/Images/f9345f73-8ab5-4044-9e84-f734785ed861.jpg
223532,مرد قانون: باس ریوز,84,8.2,https://www.namava.ir/Content/Upload/Images/30388a60-0395-4f85-b78f-c9741fb6f0a2.jpg
162695,لوسیفر و چکش سفالی,87,7,https://www.namava.ir/Content/Upload/Images/f835e793-e302-433d-8a6f-765bb668b06a.jpg
223303,روز آدم ربایی,90,8.3,https://www.namava.ir/Content/Upload/Images/f14272a8-79cf-4b30-a696-abbaf8c13650.jpg
223375,جنگجوی اونی,90,7,https://www.namava.ir/Content/Upload/Images/0cd2b404-007c-4d35-90d0-99e8567fb1da.jpg
223263,تمام نوری که نمی توانیم ببینیم,92,7.5,https://www.namava.ir/Content/Upload/Images/d439f4cd-6012-4186-bb2c-2cb084c8bd96.jpg
185847,طلایابی خانواده هافمن,0,5.7,https://www.namava.ir/Content/Upload/Images/0ec6f811-3428-45de-8bae-b6c5f4d114ad.jpg
222911,نام سون دختر قدرتمند,89,6.7,https://www.namava.ir/Content/Upload/Images/ed761a3e-8d84-43c0-ab91-379542b5447a.jpg
222294,مسی در آمریکا,79,7.1,https://www.namava.ir/Content/Upload/Images/519ff623-61bf-42f5-aa9c-eaa5b7d29c04.jpg
220356,برادران معجزه گر,92,7.3,https://www.namava.ir/Content/Upload/Images/63c2c6ac-fe40-4d71-909e-5ca290c32a23.jpg
222538,جونجی ایتو مانیاک,81,6,https://www.namava.ir/Content/Upload/Images/7fc89ff2-cccc-4d05-9ae7-575b995cf7c6.jpg
215572,کدت های مکانیک,89,7.8,https://www.namava.ir/Content/Upload/Images/191ccb1d-43c6-4450-b882-4f219fe4c30f.jpg
204200,کلاس فشرده عاشقی,92,7.8,https://www.namava.ir/Content/Upload/Images/47da914c-8cc6-455b-ad09-6326658096be.jpg
210097,سام، یک ساکسون,0,6.6,https://www.namava.ir/Content/Upload/Images/6d9482d5-b219-47c0-b47f-c7515a8a4cc5.jpg
222833,حیوانات از نزدیک با برتی گرگوری,90,9,https://www.namava.ir/Content/Upload/Images/14f9425e-a030-4beb-9603-4c2330070288.jpg
203237,پاسخ ۱۹۹۴,91,7.7,https://www.namava.ir/Content/Upload/Images/a850078c-e6b9-428d-bed9-8fcadcbe40e9.jpg
218814,تاج: تقسیم شده با خون,85,6.9,https://www.namava.ir/Content/Upload/Images/2de60497-8d1a-42a4-b194-65ffc567ea1f.jpg
222612,گروه گاراژی,79,7,https://www.namava.ir/Content/Upload/Images/0a36c710-becb-4528-9735-007597da0b0b.jpg
222701,دختران سوزان,76,6.7,https://www.namava.ir/Content/Upload/Images/a16ed419-916a-4111-bd24-adf4ce925d5c.jpg
219034,گانیبال,85,7.4,https://www.namava.ir/Content/Upload/Images/27a47636-85ab-45a7-8f0c-c02f4842c15a.jpg
218903,ویل ترنت,88,7.6,https://www.namava.ir/Content/Upload/Images/cc52ef13-848f-447f-b61f-e55d6bec0f45.jpg
218600,ساحل شمالی,91,6.6,https://www.namava.ir/Content/Upload/Images/ff242c7a-09ba-4bcc-bf1f-5026e0a4517a.jpg
220657,کسلوانیا: منظره شب,95,7.5,https://www.namava.ir/Content/Upload/Images/5c721eaa-45aa-4f4c-89e4-2cb07b00b88f.jpg
210073,قبرستان,86,7.7,https://www.namava.ir/Content/Upload/Images/69da4622-1866-46ad-b1fa-5f78321f7884.jpg
194762,مکسین,85,6.8,https://www.namava.ir/Content/Upload/Images/7162a97e-800d-40f0-9ca3-f578549b512f.jpg
195872,صعود,82,6.8,https://www.namava.ir/Content/Upload/Images/7d27728a-6d60-4629-93a1-91fb02879feb.jpg
222131,بیدار شو، کارلو!,81,8.1,https://www.namava.ir/Content/Upload/Images/2bc6a8ca-9fc9-41b6-a925-00c1c9f94635.jpg
210837,زن اهریمنی,0,7.5,https://www.namava.ir/Content/Upload/Images/4bdedd57-3506-460a-bff4-12c495cb6ac6.jpg
222327,ازدواج شاد من,94,7.9,https://www.namava.ir/Content/Upload/Images/c5b056ec-c254-467b-9b78-bcd19585c72a.jpg
218056,آقای یخی و همکار خونسردش,91,6.7,https://www.namava.ir/Content/Upload/Images/96ca1c91-f324-4130-b38a-f729e0265247.jpg
207330,نامش را عشق بگذار,85,7.7,https://www.namava.ir/Content/Upload/Images/e0222dad-0e48-430f-abfa-6a5492ae7743.jpg
208904,چگونه ثروتمند شویم؟,90,6.3,https://www.namava.ir/Content/Upload/Images/e058d805-22a1-42a2-9a5f-5d2ef25bbfd5.jpg
221093,پسر بزرگ,64,8.4,https://www.namava.ir/Content/Upload/Images/49bfe880-8053-40a6-890b-4159594088bd.jpg
197068,نماینده,0,6.6,https://www.namava.ir/Content/Upload/Images/5a0f9388-0f54-4cef-8522-19d5f31bcf76.jpg
222123,پرنده کوچک,73,7.8,https://www.namava.ir/Content/Upload/Images/ab068272-4ad2-491c-bc81-ef55eaf93bfe.jpg
221572,موسیقی متن فیلم مگس,0,7.6,https://www.namava.ir/Content/Upload/Images/b637b13e-82bd-4035-88e6-a9a28cde859c.jpg
222146,هیچی,86,8,https://www.namava.ir/Content/Upload/Images/b9793a75-1c6e-4362-a219-0deaca19fbb7.jpg
160792,غذای خیابانی: آمریکا,90,6.8,https://www.namava.ir/Content/Upload/Images/81df5837-43bf-4d60-98c4-a13bc7037f0e.jpg
221575,موسیقی متن فیلم در جبهه غرب خبری نیست,0,7.8,https://www.namava.ir/Content/Upload/Images/3a495510-c80d-40d1-a2c0-4184ba89bab9.jpg
145360,آموزش نویسندگی داستان های مهیج با دن براون,0,None,https://www.namava.ir/Content/Upload/Images/080da392-041b-4ac9-9d10-cedb5f0a8fc1.jpg
198570,رکاب زنان کوهستان,93,7.7,https://www.namava.ir/Content/Upload/Images/0886fd52-a36f-42fb-9fe6-5320b5eb1b49.jpg
161496,کولوسئوم,79,7.1,https://www.namava.ir/Content/Upload/Images/601489b1-b0b4-45fd-8a31-17754329e19f.jpg
221951,دروس شیمی,95,7.4,https://www.namava.ir/Content/Upload/Images/31e8e6e9-8448-4146-87e8-a645a7a254c2.jpg
221500,اتفاقات پیش رو بر پایه یک مشت دروغ بنا شده اند,0,7.1,https://www.namava.ir/Content/Upload/Images/c4f6717c-291d-4d4e-83c6-3616b28f2ad2.jpg
221898,سقوط خاندان آشر,86,8.9,https://www.namava.ir/Content/Upload/Images/ce662e5d-4ecf-44e4-a93b-d0157d033ebb.jpg
203204,هشدار,85,5.7,https://www.namava.ir/Content/Upload/Images/5ee3efb2-74ec-4f27-99e2-1fde8442d1e4.jpg
221671,همچنان بیدار,81,6.1,https://www.namava.ir/Content/Upload/Images/c66e42ed-1290-4848-b7f3-34bfa4201bf0.jpg
200102,باباهای رفیق,96,7.7,https://www.namava.ir/Content/Upload/Images/5d02fe78-5202-495a-9f28-3ff8276d9465.jpg
221446,کروموزوم ۲۱,86,7.4,https://www.namava.ir/Content/Upload/Images/67bf2e8b-1773-4547-a478-ecc7e42f5ad5.jpg
216709,رابطه,0,6.5,https://www.namava.ir/Content/Upload/Images/8ab6f45e-78eb-4286-a6fd-42d212af19f2.jpg
221115,موسیقی متن فیلم بر باد رفته,0,None,https://www.namava.ir/Content/Upload/Images/7dded9c8-4209-4b7e-bf9d-c2b3b8d8a62f.jpg
221351,بکام,95,8.5,https://www.namava.ir/Content/Upload/Images/e084c6c2-65ac-4ab9-87ee-e77e457a84f0.jpg
221512,ایوا جغد کوچک,82,8.3,https://www.namava.ir/Content/Upload/Images/8d8c7967-81e9-42f8-a329-590a1f294d59.jpg
220976,موسیقی متن فیلم جدامانده,0,8.5,https://www.namava.ir/Content/Upload/Images/d0e5ff81-6062-45c7-a3fc-371481cc6c22.jpg
197897,پرنسس قدرتمند,82,4.6,https://www.namava.ir/Content/Upload/Images/ecfbe886-4e60-4b72-a06a-09242e835084.jpg
220329,کودک دلبند,92,7.4,https://www.namava.ir/Content/Upload/Images/69e82a44-8c07-4231-88e5-09ac2822b42a.jpg
175227,جدا از هم دوام می آوریم,0,6.8,https://www.namava.ir/Content/Upload/Images/39824581-1722-41f7-8ca3-3b32488e94f7.jpg
202870,حفار,82,6.5,https://www.namava.ir/Content/Upload/Images/fe980ac1-63e9-4a24-953b-33228b76a99c.jpg
220759,موسیقی متن فیلم رنگو,84,7.2,https://www.namava.ir/Content/Upload/Images/f9f6ad4c-bf03-4147-a293-4d3207f56733.jpg
214735,سلبریتی,91,7.4,https://www.namava.ir/Content/Upload/Images/f6841a26-353c-4de0-b97c-e0513cdce8cc.jpg
